Date mutation;Region;Valeur fonciere;Surface reelle bati;Nombre pieces principales;Prix au m2 (Surface bati)
2021-05-27;Ile-de-France;705371.0;55.0;3.0;18086.0
2021-05-28;Ile-de-France;413293.0;57.0;3.0;8120.0
2021-05-29;Ile-de-France;189643.0;59.0;3.0;3379.0
2021-05-31;Ile-de-France;485158.0;61.0;3.0;8480.0
2021-06-01;Ile-de-France;493969.0;55.0;3.0;10930.0
2021-06-02;Ile-de-France;403834.0;55.0;3.0;9963.0
2021-06-03;Ile-de-France;454292.0;56.0;3.0;10236.0
2021-06-04;Ile-de-France;425504.0;57.0;3.0;7874.0
2021-06-05;Ile-de-France;205182.0;55.0;3.0;5191.0
2021-06-07;Ile-de-France;382921.0;55.0;3.0;7662.0
2021-06-08;Ile-de-France;349300.0;54.0;3.0;7040.0
2021-06-09;Ile-de-France;376463.0;57.0;3.0;7158.0
2021-06-10;Ile-de-France;443467.0;59.0;3.0;7907.0
2021-06-11;Ile-de-France;403181.0;57.0;3.0;7779.0
2021-06-12;Ile-de-France;221015.0;59.0;3.0;3622.0
2021-06-14;Ile-de-France;420199.0;59.0;3.0;8565.0
2021-06-15;Ile-de-France;412636.0;57.0;3.0;7912.0
2021-06-16;Ile-de-France;396488.0;57.0;3.0;7472.0
2021-06-17;Ile-de-France;360752.0;54.0;3.0;7272.0
2021-06-18;Ile-de-France;416954.0;57.0;3.0;7948.0
2021-06-19;Ile-de-France;198467.0;52.0;2.0;4196.0
2021-06-21;Ile-de-France;442504.0;58.0;3.0;9219.0
2021-06-22;Ile-de-France;380811.0;58.0;3.0;7316.0
2021-06-23;Ile-de-France;404829.0;59.0;3.0;6907.0
2021-06-24;Ile-de-France;321622.0;53.0;3.0;6212.0
2021-06-25;Ile-de-France;926954.0;60.0;3.0;15769.0
2021-06-26;Ile-de-France;181114.0;51.0;2.0;4133.0
2021-06-27;Ile-de-France;263320.0;58.0;3.0;4444.0
2021-06-28;Ile-de-France;422400.0;58.0;3.0;7982.0
2021-06-29;Ile-de-France;391425.0;59.0;3.0;7102.0
